,Volcano Name,Country,Region,Latitude,Longitude,Elevation,Primary Volcano Type,Status
893,Nazko,Canada,Canada,52.9,-123.73,1230.0,Cinder cone,Radiocarbon
894,Ndete Napu,Indonesia,Lesser Sunda Is,-8.72,121.78,750.0,Fumarole field,Fumarolic
895,"Negra, Sierra",Ecuador,Galapagos,-0.83,-91.17,1490.0,Shield volcano,Historical
896,"Negrillar, El",Chile,Chile-N,-24.18,-68.25,3500.0,Pyroclastic cone,Holocene
897,"Negrillar, La",Chile,Chile-N,-24.28,-68.6,4109.0,Pyroclastic cone,Holocene
898,"Negro de Mayasquer, Cerro",Ecuador,Colombia,0.828,-77.964,4445.0,Stratovolcano,Holocene
899,"Negro, Cerro",Nicaragua,Nicaragua,12.505999999999998,-86.70200000000001,728.0,Cinder cone,Historical
900,Nejapa-Miraflores,Nicaragua,Nicaragua,12.12,-86.32,360.0,Fissure vent,Holocene
901,Nemo Peak,Russia,Kuril Is,49.57,154.808,1018.0,Caldera,Historical
902,Nemrut Dagi,Turkey,Turkey,38.65,42.02,3050.0,Stratovolcano,Historical
903,"Nevada, Sierra",Argentina,Chile,-26.48,-68.58,6127.0,Complex volcano,Holocene
904,Nevis Peak,Netherlands,W Indies,17.15,-62.58,985.0,Stratovolcano,Holocene
905,Newberry Volcano,United States,US-Oregon,43.722,-121.229,2434.0,Shield volcano,Radiocarbon
906,Newer Volcanics Prov,Australia,Australia,-37.77,142.5,1011.0,Shield volcano,Radiocarbon
907,Ngaoundere Plateau,Cameroon,Africa-W,7.25,13.67,0.0,Volcanic field,Holocene
908,Ngauruhoe,New Zealand,New Zealand,-39.158,175.63,2291.0,Stratovolcano,Historical
909,Ngozi,Tanzania,Africa-E,-8.97,33.57,2622.0,Caldera,Holocene
910,"Nicholson, Cerro",Peru,Peru,-16.258,-71.753,2520.0,Cinder cone,Holocene
911,Nieuwerkerk,Pacific Ocean,Banda Sea,-6.6,124.675,-2285.0,Submarine volcano,Uncertain
912,Nightingale Island,United Kingdom,Atlantic-S,-37.417,-12.482999999999999,365.0,Stratovolcano,Historical
913,Nii-jima,Japan,Izu Is-Japan,34.37,139.27,432.0,Lava dome,Historical
914,Niigata-Yake-yama,Japan,Honshu-Japan,36.92,138.03,2400.0,Lava dome,Historical
915,Nikko,Japan,Volcano Is-Japan,23.075,142.308,-391.0,Submarine volcano,Uncertain
916,Nikko-Shirane,Japan,Honshu-Japan,36.8,139.38,2578.0,Shield volcano,Historical
917,Nila,Pacific Ocean,Banda Sea,-6.73,129.5,781.0,Stratovolcano,Historical
918,Nipesotsu-Upepesanke,Japan,Japan,43.45,143.03,2013.0,Lava dome,Historical
919,Niseko,Japan,Hokkaido-Japan,42.88,140.63,1154.0,Stratovolcano,Holocene
920,Nishino-shima,Japan,Volcano Is-Japan,27.274,140.882,38.0,Caldera,Historical
921,Nisyros,Greece,Greece,36.58,27.18,698.0,Stratovolcano,Historical
922,Niuafo'ou,Tonga,Tonga-SW Pacific,-15.6,-175.63,260.0,Shield volcano,Historical
923,Norikura,Japan,Honshu-Japan,36.12,137.55,3026.0,Stratovolcano,Radiocarbon
924,North Gorda Ridge,Pacific Ocean,Pacific-NE,42.67,-126.78,-3000.0,Submarine volcano,Historical
926,North Island,Kenya,Africa-E,4.07,36.05,520.0,Tuff cone,Holocene
927,North Sister Field,United States,US-Oregon,44.17,-121.77,3074.0,Complex volcano,Radiocarbon
928,North Vate,Vanuatu,Vanuatu-SW Pacific,-17.45,168.33,594.0,Stratovolcano,Holocene
929,Northern EPR-Segment RO3,Pacific Ocean,Pacific-E,15.833,-105.43299999999999,-2300.0,Submarine volcano,Magnetism
930,Nosy-Be,Madagascar,Madagascar,-13.32,48.48,214.0,Cinder cone,Holocene
931,Novarupta,United States,Alaska Peninsula,58.27,-155.16,841.0,Caldera,Historical
932,Nuevo Mundo,Bolivia,Bolivia,-19.783,-66.483,5438.0,Lava domes,Holocene?
933,Numazawa,Japan,Honshu-Japan,37.43,139.58,1100.0,Shield volcano,Radiocarbon
934,Nunivak Island,United States,Alaska-W,60.02,-166.33,511.0,Shield volcano,Holocene
935,Nyambeni Hills,Kenya,Africa-E,0.23,37.87,750.0,Shield volcano,Holocene
936,Nyamuragira,"Congo, DRC",Africa-C,-1.4080000000000001,29.2,3058.0,Shield volcano,Historical
937,Nyiragongo,"Congo, DRC",Africa-C,-1.52,29.25,3470.0,Stratovolcano,Historical
938,Ofu-Olosega,United States,Samoa-SW Pacific,-14.175,-169.618,639.0,Shield volcano,Historical
939,"Ojos del Salado, Nevados",Argentina,Chile-N,-27.12,-68.53,6887.0,Stratovolcano,Holocene
940,Oka Volc Field,Russia,Russia-SE,52.7,98.98,2077.0,Cinder cone,Holocene
941,Okataina,New Zealand,New Zealand,-38.12,176.5,1111.0,Lava dome,Historical
942,Oki-Dogo,Japan,Honshu-Japan,36.17,133.33,151.0,Shield volcano,Anthropology
943,Okmok,United States,Aleutian Is,53.42,-168.13,1073.0,Shield volcano,Historical
944,Oku Volc Field,Cameroon,Africa-W,6.25,10.5,3011.0,Maar,Radiocarbon
945,Ol Kokwe,Kenya,Africa-E,0.63,36.08,1130.0,Shield volcano,Holocene
946,Olca-Paruma,Bolivia,Chile-N,-20.93,-68.48,5407.0,Stratovolcano,Historical
947,Olkaria,Kenya,Africa-E,-0.904,36.292,2434.0,Pumice cone,Radiocarbon
948,Olkoviy,Russia,Kamchatka,52.077,157.477,636.0,Shield volcano,Holocene
949,Ollague,Bolivia,Chile-N,-21.3,-68.18,5868.0,Stratovolcano,Holocene
950,Olot Volc Field,Spain,Spain,42.17,2.53,893.0,Pyroclastic cone,Holocene
951,Omachi Seamount,Japan,Izu Is-Japan,29.22,140.8,-1700.0,Submarine volcano,Uncertain
952,Omanago Group,Japan,Honshu-Japan,36.78,139.5,2367.0,Lava dome,Holocene
953,On-take,Japan,Honshu-Japan,35.9,137.48,3063.0,Complex volcano,Historical
954,Opala,Russia,Kamchatka,52.543,157.335,2475.0,Caldera,Radiocarbon
955,Oraefajokull,Iceland,Iceland-SE,64.0,-16.65,2119.0,Stratovolcano,Historical
956,"Orizaba, Pico de",Mexico,Mexico,19.03,-97.26799999999999,5675.0,Stratovolcano,Historical
957,Ormus Islands,Indian Ocean,Arabia-S,26.0,57.0,0.0,Submarine volcano,Holocene
958,Orosi,Costa Rica,Costa Rica,10.98,-85.473,1659.0,Stratovolcano,Uncertain
959,Oshima,Japan,Izu Is-Japan,34.73,139.38,758.0,Stratovolcano,Historical
960,Oshima-Oshima,Japan,Hokkaido-Japan,41.5,139.37,737.0,Stratovolcano,Historical
961,Osore-yama,Japan,Honshu-Japan,41.32,141.08,879.0,Stratovolcano,Historical
962,Osorno,Chile,Chile-S,-41.1,-72.493,2652.0,Stratovolcano,Historical
963,Ostanets,Russia,Kamchatka,52.146,157.322,719.0,Shield volcano,Holocene
964,Ostry,Russia,Kamchatka,58.18,160.82,2552.0,Stratovolcano,Holocene
965,Otdelniy,Russia,Kamchatka,52.22,157.428,791.0,Shield volcano,Holocene
966,"Overo, Cerro",Chile,Chile-N,-23.35,-67.67,4555.0,Maar,Holocene
967,Ozernoy,Russia,Kamchatka,51.88,157.38,562.0,Shield volcano,Holocene
968,Pacaya,Guatemala,Guatemala,14.380999999999998,-90.601,2552.0,Complex volcano,Historical
969,Paco,Philippines,Mindanao-Philippines,9.593,125.52,524.0,Stratovolcano,Anthropology
970,Pagan,United States,Mariana Is-C Pacific,18.13,145.8,570.0,Stratovolcano,Historical
971,Pago,Papua New Guinea,New Britain-SW Pac,-5.58,150.52,742.0,Caldera,Historical
972,Paka,Kenya,Africa-E,0.92,36.18,1697.0,Shield volcano,Ar/Ar
973,Palei-Aike Volc Field,Chile,Chile-S,-52.0,-70.0,250.0,Cinder cone,Anthropology
974,Palena Volc Group,Chile,Chile-S,-43.68,-72.5,0.0,Cinder cone,Holocene
975,Palinuro,Italy,Italy,39.483000000000004,14.833,-70.0,Submarine volcano,Radiocarbon
976,Palomo,Chile,Chile-C,-34.608000000000004,-70.295,4860.0,Stratovolcano,Holocene
977,Paluweh,Indonesia,Lesser Sunda Is,-8.32,121.708,875.0,Stratovolcano,Historical
978,Pampa Luxsar,Bolivia,Bolivia,-20.85,-68.2,5543.0,Volcanic field,Holocene
979,Pantelleria,Italy,Italy,36.77,12.02,836.0,Shield volcano,Historical
980,"Pantoja, Cerro",Chile,Chile-C,-40.77,-71.95,2112.0,Stratovolcano,Holocene
981,Papandayan,Indonesia,Java,-7.32,107.73,2665.0,Stratovolcano,Historical
982,Papayo,Mexico,Mexico,19.308,-98.7,3600.0,Lava dome,Holocene
983,Paricutin Volcanic Field,Mexico,Mexico,19.48,-102.25,3860.0,Cinder cone,Historical
984,Parker,Philippines,Mindanao-Philippines,6.12,124.89200000000001,1824.0,Stratovolcano,Historical
985,Patah,Indonesia,Sumatra,-4.27,103.3,2817.0,Unknown,Uncertain
986,"Patates, Morne",Dominica,W Indies,15.22,-61.37,960.0,Stratovolcano,Radiocarbon
987,Patilla Pata,Bolivia,Bolivia,-18.05,-69.03,5300.0,Stratovolcano,Holocene
988,Patoc,Philippines,Luzon-Philippines,17.147000000000002,120.98,1865.0,Stratovolcano,Fumarolic
989,Patuha,Indonesia,Java,-7.15,107.37,2434.0,Stratovolcano,Holocene
990,Paulet,Antarctica,Antarctica,-63.58,-55.77,353.0,Cinder cone,Holocene
991,Pavlof,United States,Alaska Peninsula,55.42,-161.9,2519.0,Stratovolcano,Historical
992,Pavlof Sister,United States,Alaska Peninsula,55.45,-161.87,2142.0,Stratovolcano,Historical
993,"Payun Matru, Cerro",Argentina,Argentina,-36.42,-69.2,3691.0,Shield volcano,Holocene
994,Peinado,Argentina,Argentina,-26.616999999999997,-68.15,5740.0,Stratovolcano,Holocene
995,Pelee,Martinique,W Indies,14.82,-61.17,1397.0,Stratovolcano,Historical
996,Penanggungan,Indonesia,Java,-7.62,112.63,1653.0,Stratovolcano,Holocene
997,Pendan,Indonesia,Sumatra,-2.82,102.02,0.0,Unknown,Holocene
998,Penguin Island,Antarctica,Antarctica,-62.1,-57.93,180.0,Stratovolcano,Lichenometry
999,Perbakti,Indonesia,Java,-6.75,106.68,1699.0,Stratovolcano,Fumarolic
1000,Petacas,Colombia,Colombia,1.57,-76.78,4054.0,Lava dome,Holocene
1001,Peter I Island,Antarctica,Antarctica,-68.85,-90.58,1640.0,Shield volcano,Holocene
1002,Peuet Sague,Indonesia,Sumatra,4.914,96.329,2801.0,Complex volcano,Historical
1003,Pico,Portugal,Azores,38.47,-28.4,2351.0,Stratovolcano,Historical
1004,Piip,Russia,Kamchatka-E of,55.42,167.33,-300.0,Submarine volcano,Tephrochronology
1005,"Pilas, Las",Nicaragua,Nicaragua,12.495,-86.68799999999999,1088.0,Complex volcano,Historical
1006,"Pina, Cerro",Chile,Chile-N,-19.492,-68.65,4037.0,Unknown,Holocene
1007,Pinacate,Mexico,Mexico,31.772,-113.49799999999999,1200.0,Cinder cone,Holocene
1008,Pinatubo,Philippines,Luzon-Philippines,15.13,120.35,1486.0,Stratovolcano,Historical
1009,Pinta,Ecuador,Galapagos,0.58,-90.75,780.0,Shield volcano,Historical
1010,Piparo,Trinidad,Trinidad,10.0,-61.0,140.0,Mud volcano,Historical
1011,Piratkovsky,Russia,Kamchatka,52.113,157.849,1322.0,Stratovolcano,Holocene
1012,Planchon-Peteroa,Chile,Chile-C,-35.24,-70.57,4107.0,Caldera,Historical
1013,Platanar,Costa Rica,Costa Rica,10.3,-84.366,2267.0,Stratovolcano,Holocene
1014,"Pleiades, The",Antarctica,Antarctica,-72.67,165.5,3040.0,Stratovolcano,K-Ar
1015,Plosky,Russia,Kamchatka,55.2,158.47,1236.0,Shield volcano,Holocene
1017,Plosky Volc Group,Russia,Kamchatka,52.02,157.53,681.0,Volcanic field,Holocene
1018,Poas,Costa Rica,Costa Rica,10.2,-84.23299999999999,2708.0,Stratovolcano,Historical
1019,Pocdol Mountains,Philippines,Luzon-Philippines,13.05,123.958,1102.0,Compound volcano,Holocene
1020,Poco Leok,Indonesia,Lesser Sunda Is,-8.68,120.48,1675.0,Unknown,Fumarolic
1021,Pogranychny,Russia,Kamchatka,56.85,159.8,1427.0,Shield volcano,Holocene
1022,Popa,Myanmar,SE Asia,20.87,95.23,1518.0,Stratovolcano,Anthropology
1023,Popocatepetl,Mexico,Mexico,19.023,-98.62200000000001,5426.0,Stratovolcano,Historical
1024,Porak,Armenia,Armenia,40.016999999999996,45.783,2800.0,Stratovolcano,Anthropology
1025,"Possession, Ile de la",Indian Ocean,Indian O-S,-46.42,51.63,934.0,Stratovolcano,Holocene
1026,Prestahnukur,Iceland,Iceland-SW,64.6,-20.58,1390.0,Subglacial volcano,Radiocarbon
1027,Prevo Peak,Russia,Kuril Is,47.02,152.12,1360.0,Stratovolcano,Historical
1028,"Prieto, Cerro",Mexico,Mexico,32.418,-115.305,223.0,Lava dome,Holocene
1029,Prince Edward Island,Indian Ocean,Indian O-S,-46.63,37.95,672.0,Shield volcano,Holocene
1030,Protector Shoal,Antarctica,Antarctica,-55.92,-28.08,-27.0,Submarine volcano,Historical
1031,Puesto Cortaderas,Argentina,Argentina,-37.55,-69.62,970.0,Pyroclastic cone,Holocene
1033,Pular,Chile,Chile-N,-24.18,-68.05,6233.0,Stratovolcano,Holocene
1034,Pululagua,Ecuador,Ecuador,0.038,-78.46300000000001,3356.0,Caldera,Radiocarbon
1035,Puntiagudo-Cordon Cenizo,Chile,Chile-C,-40.968999999999994,-72.264,2493.0,Stratovolcano,Historical
1036,Purace,Colombia,Colombia,2.32,-76.4,4650.0,Stratovolcano,Historical
1037,Purico Complex,Chile,Chile-N,-23.0,-67.75,5703.0,Pyroclastic shield,Holocene
1038,Putana,Chile,Chile-N,-22.57,-67.87,5890.0,Stratovolcano,Historical
1039,Puyehue,Chile,Chile-C,-40.59,-72.117,2236.0,Stratovolcano,Holocene
1040,Puyuhuapi,Chile,Chile-S,-44.3,-72.53,255.0,Cinder cone,Holocene
1041,Qal'eh Hasan Ali,Iran,Iran,29.4,57.57,0.0,Maar,Holocene
1042,Qualibou,St. Lucia,W Indies,13.83,-61.05,777.0,Caldera,Historical
1043,Quetrupillan,Chile,Chile-C,-39.5,-71.7,2360.0,Caldera,Historical
1044,Quezaltepeque,Guatemala,Guatemala,14.65,-89.35,1200.0,Volcanic field,Holocene
1045,"Quill, The",Netherlands,W Indies,17.48,-62.95,601.0,Stratovolcano,Radiocarbon
1046,Quilotoa,Ecuador,Ecuador,-0.85,-78.9,3914.0,Caldera,Radiocarbon
1047,Quimsachata,Peru,Peru,-14.37,-71.17,3923.0,Lava dome,Holocene
1048,Rabaul,Papua New Guinea,New Britain-SW Pac,-4.271,152.203,688.0,Pyroclastic shield,Historical
1049,Ragang,Philippines,Mindanao-Philippines,7.67,124.5,2815.0,Stratovolcano,Historical
1050,"Rahah, Harrat ar",Saudi Arabia,Arabia-W,27.8,36.17,1660.0,Volcanic field,Anthropology
1051,"Rahat, Harrat",Saudi Arabia,Arabia-W,23.08,39.78,1744.0,Volcanic field,Historical
1052,Raikoke,Russia,Kuril Is,48.292,153.25,551.0,Stratovolcano,Historical
1053,Rainier,United States,US-Washington,46.87,-121.758,4392.0,Stratovolcano,Dendrochronology
1054,Rajabasa,Indonesia,Sumatra,-5.78,105.625,1281.0,Stratovolcano,Fumarolic
1055,Ranakah,Indonesia,Lesser Sunda Is,-8.62,120.52,2100.0,Lava dome,Historical
1056,Ranau,Indonesia,Sumatra,-4.83,103.92,1881.0,Caldera,Holocene
1057,Raoul Island,New Zealand,Kermadec Is,-29.27,-177.92,516.0,Stratovolcano,Historical
1058,Rasshua,Russia,Kuril Is,47.77,153.02,956.0,Stratovolcano,Historical
1059,Raung,Indonesia,Java,-8.125,114.042,3332.0,Stratovolcano,Historical
1060,Rausu,Japan,Hokkaido-Japan,44.073,145.125,1660.0,Stratovolcano,Tephrochronology
1061,Recheschnoi,United States,Aleutian Is,53.15,-168.55,1984.0,Stratovolcano,Holocene
1062,Reclus,Chile,Chile-S,-50.98,-73.7,0.0,Stratovolcano,Radiocarbon
1063,Red Cones,United States,US-California,37.58,-119.05,2748.0,Cinder cone,Holocene
1064,Redoubt,United States,Alaska-SW,60.48,-152.75,3108.0,Stratovolcano,Historical
1065,Reporoa,New Zealand,New Zealand,-38.42,176.33,592.0,Caldera,Tephrochronology
1066,"Resago, Volcan",Chile,Chile-C,-36.45,-70.92,1550.0,Cinder cone,Holocene
1067,Reventador,Ecuador,Ecuador,-0.078,-77.656,3562.0,Stratovolcano,Historical
1068,Reykjanes,Iceland,Iceland-SW,63.88,-22.5,230.0,Crater rows,Historical
1069,Reykjaneshryggur,Iceland,Iceland-SW,63.67,-23.33,80.0,Submarine volcanoes,Historical
1070,Rincon de la Vieja,Costa Rica,Costa Rica,10.83,-85.324,1916.0,Complex volcano,Historical
1071,Rinjani,Indonesia,Lesser Sunda Is,-8.42,116.47,3726.0,Stratovolcano,Historical
1072,Risco Plateado,Argentina,Argentina,-34.933,-70.0,4999.0,Stratovolcano,Holocene?
1073,Rishiri,Japan,Hokkaido-Japan,45.18,141.25,1719.0,Stratovolcano,Radiocarbon
1074,Ritter Island,Papua New Guinea,New Guinea-NE of,-5.52,148.121,140.0,Stratovolcano,Historical
1075,Robinson Crusoe,Chile,Chile-Is,-33.658,-78.85,922.0,Shield volcano,Historical
1076,Robledo,Argentina,Argentina,-26.767,-67.717,4400.0,Caldera,Holocene
1077,Rocard,France,Society Is-C Pacific,-17.642,-148.6,-2100.0,Submarine volcano,Seismicity
1078,Romanovka,Russia,Kamchatka,55.65,158.8,1442.0,Stratovolcano,Holocene
1079,Rota,Nicaragua,Nicaragua,12.55,-86.75,832.0,Stratovolcano,Holocene
1080,Roundtop,United States,Aleutian Is,54.8,-163.6,1871.0,Stratovolcano,Holocene
1081,Royal Society Range,Antarctica,Antarctica,-78.25,163.6,3000.0,Cinder cone,Holocene
1082,Ruang,Indonesia,Sangihe Is-Indonesia,2.28,125.425,725.0,Stratovolcano,Historical
1083,Ruapehu,New Zealand,New Zealand,-39.28,175.57,2797.0,Stratovolcano,Historical
1084,Ruby,United States,Mariana Is-C Pacific,15.617,145.567,-230.0,Submarine volcano,Historical
1086,Ruby Mountain,Canada,Canada,59.68,-133.32,1523.0,Cinder cone,Historical
1087,Rudakov,Russia,Kuril Is,45.88,149.83,542.0,Stratovolcano,Holocene
1088,Ruiz,Colombia,Colombia,4.895,-75.322,5321.0,Stratovolcano,Historical
1089,Rumble II West,New Zealand,New Zealand,-35.353,178.52700000000002,1200.0,Submarine volcano,Fumarolic
1090,Rumble III,New Zealand,New Zealand,-35.745,178.47799999999998,-140.0,Submarine volcano,Hydrophonic
1091,Rumble IV,New Zealand,New Zealand,-36.13,178.05,-450.0,Submarine volcano,Fumarolic
1092,Rumble V,New Zealand,New Zealand,-36.139,178.197,-700.0,Submarine volcano,Fumarolic
1093,Rungwe,Tanzania,Africa-E,-9.13,33.67,2961.0,Stratovolcano,Holocene
1094,Río Murta,Chile,Chile-S,-46.167,-72.667,,Pyroclastic cones,Holocene?
1095,SW Usangu Basin,Tanzania,Africa-E,-8.75,33.8,2179.0,Lava dome,Holocene
1096,Saba,Netherlands,W Indies,17.63,-63.23,887.0,Stratovolcano,Historical
1097,Sabalan,Iran,Iran,38.25,47.917,4811.0,Stratovolcano,Holocene
1098,Sabancaya,Peru,Peru,-15.783,-71.85,5967.0,Stratovolcanoes,Historical
1100,Sahand,Iran,Iran,37.75,46.433,3707.0,Stratovolcano,Holocene
1101,Sairecabur,Bolivia,Chile-N,-22.73,-67.88,5971.0,Stratovolcano,Holocene
1102,Sakar,Papua New Guinea,New Guinea-NE of,-5.414,148.094,992.0,Stratovolcano,Holocene
1103,Sakura-jima,Japan,Kyushu-Japan,31.58,130.67,1117.0,Stratovolcano,Historical
1104,Salak,Indonesia,Java,-6.72,106.73,2211.0,Stratovolcano,Historical
1105,San Borja Volc Field,Mexico,Mexico,28.5,-113.75,1360.0,Cinder cone,Holocene
1106,San Carlos,Equatorial Guinea,Africa-W,3.35,8.52,2260.0,Shield volcano,Holocene
1107,San Cristobal,Ecuador,Galapagos,-0.88,-89.5,759.0,Shield volcano,Holocene
1108,San Cristobal,Nicaragua,Nicaragua,12.702,-87.00399999999999,1745.0,Stratovolcano,Historical
1109,San Diego,El Salvador,El Salvador,14.27,-89.48,781.0,Volcanic field,Holocene
1110,San Felix,Chile,Chile-Is,-26.27,-80.12,183.0,Shield volcano,Holocene
1111,San Joaquin,Equatorial Guinea,Africa-W,3.35,8.63,2009.0,Shield volcano,Holocene
1112,San Jorge,Portugal,Azores,38.65,-28.08,1053.0,Fissure vent,Historical
1113,San Jose,Argentina,Chile-C,-33.782,-69.89699999999999,5856.0,Stratovolcano,Historical
1114,"San Luis, Isla",Mexico,Mexico,29.814,-114.384,180.0,Tuff cone,Holocene
1115,San Marcelino,El Salvador,El Salvador,13.853,-89.63,2381.0,Stratovolcano,Historical
1116,San Martin,Mexico,Mexico,18.572,-95.169,1650.0,Shield volcano,Historical
1117,San Miguel,El Salvador,El Salvador,13.431,-88.272,2130.0,Stratovolcano,Historical
1118,San Pedro,Chile,Chile-N,-21.88,-68.4,6145.0,Stratovolcano,Historical
1119,San Pedro-Pellado,Chile,Chile-C,-35.989000000000004,-70.84899999999999,3621.0,Stratovolcano,Holocene
1120,San Quintin Volc Field,Mexico,Mexico,30.468000000000004,-115.99600000000001,260.0,Cinder cone,Holocene
1121,San Salvador,El Salvador,El Salvador,13.735999999999999,-89.286,1893.0,Stratovolcano,Historical
1122,San Vicente,El Salvador,El Salvador,13.623,-88.852,2182.0,Stratovolcano,Holocene
1123,Sanbe,Japan,Honshu-Japan,35.13,132.62,1126.0,Caldera,Radiocarbon
1124,Sand Mountain Field,United States,US-Oregon,44.38,-121.93,1664.0,Cinder cone,Radiocarbon
1125,Sanford,United States,Alaska-E,62.22,-144.13,4949.0,Shield volcano,Holocene
1126,Sanganguey,Mexico,Mexico,21.45,-104.73,2340.0,Stratovolcano,Holocene
1127,Sangangüey,Mexico,Mexico,21.45,-104.73299999999999,2340.0,Stratovolcano,Holocene
1128,Sangay,Ecuador,Ecuador,-2.03,-78.33,5230.0,Stratovolcano,Historical
1129,Sangeang Api,Indonesia,Lesser Sunda Is,-8.18,119.05799999999999,1949.0,Complex volcano,Historical
1130,"Sano, Wai",Indonesia,Lesser Sunda Is,-8.68,120.025,903.0,Caldera,Holocene
1131,Santa Ana,El Salvador,El Salvador,13.853,-89.63,2365.0,Stratovolcano,Historical
1132,Santa Clara,United States,US-Utah,37.257,-113.625,1465.0,Volcanic field,Holocene
1133,Santa Cruz,Ecuador,Galapagos,-0.62,-90.33,864.0,Shield volcano,Holocene
1134,Santa Isabel,Colombia,Colombia,4.82,-75.37,4950.0,Shield volcano,Radiocarbon
1135,Santa Isabel,Equatorial Guinea,Africa-W,3.58,8.75,2972.0,Shield volcano,Historical
1136,Santa Maria,Guatemala,Guatemala,14.755999999999998,-91.552,3772.0,Stratovolcano,Historical
1137,Santiago,Ecuador,Galapagos,-0.22,-90.77,920.0,Shield volcano,Historical
1138,"Santiago, Cerro",Guatemala,Guatemala,14.33,-89.87,1192.0,Volcanic field,Holocene
1139,Santo Antao,Cape Verde,Cape Verde Is,17.07,-25.17,1979.0,Stratovolcano,Holocene
1140,Santo Tomas,Philippines,Luzon-Philippines,16.33,120.55,2260.0,Stratovolcano,Uncertain
1141,Santorini,Greece,Greece,36.404,25.396,329.0,Shield volcano,Historical
1142,Sao Tome,Sao Tome & Principe,Africa-W,0.32,6.72,2024.0,Shield volcano,Holocene
1143,Sarigan,United States,Mariana Is-C Pacific,16.708,145.783,538.0,Stratovolcano,Holocene
1145,Sarik-Gajah,Indonesia,Sumatra,0.08,100.2,0.0,Pyroclastic cone,Holocene
1146,Sarychev Peak,Russia,Kuril Is,48.092,153.2,1496.0,Stratovolcano,Historical
1147,Satah Mountain,Canada,Canada,52.47,-124.7,1921.0,Volcanic field,Holocene
1148,Savai'i,Samoa,Samoa-SW Pacific,-13.612,-172.525,1858.0,Shield volcano,Historical
1149,Savo,Solomon Is.,Solomon Is-SW Pacifi,-9.13,159.82,510.0,Stratovolcano,Historical
1150,"Sawad, Harra Es-",Yemen,Arabia-S,13.58,46.12,1737.0,Volcanic field,Historical
1151,Schmidt,Russia,Kamchatka,54.917,160.63299999999998,2020.0,Shield volcano,Holocene
1152,Seal Nunataks Group,Antarctica,Antarctica,-65.03,-60.05,368.0,Pyroclastic cone,Historical
1153,Seamount X,United States,Mariana Is-C Pacific,13.25,144.017,-1230.0,Submarine volcano,Fumarolic
1154,Sedankinsky,Russia,Kamchatka,57.23,160.08,1241.0,Shield volcano,Holocene
1155,Segererua Plateau,Kenya,Africa-E,1.57,37.9,699.0,Pyroclastic cone,Holocene
1156,Seguam,United States,Aleutian Is,52.32,-172.52,1054.0,Stratovolcano,Historical
1157,Segula,United States,Aleutian Is,52.02,178.13,1153.0,Stratovolcano,Holocene
1158,Sekincau Belirang,Indonesia,Sumatra,-5.12,104.32,1719.0,Caldera,Fumarolic
1159,Semeru,Indonesia,Java,-8.107999999999999,112.92,3676.0,Stratovolcano,Historical
1160,Semisopochnoi,United States,Aleutian Is,51.95,179.62,1221.0,Stratovolcano,Historical
1161,Sempu,Indonesia,Sulawesi-Indonesia,1.1420000000000001,124.73,1549.0,Caldera,Fumarolic
1162,Serdan-Oriental,Mexico,Mexico,19.27,-97.47,3485.0,Tuff cone,Holocene
1163,Sergief,United States,Aleutian Is,52.03,-174.93,560.0,Stratovolcano,Uncertain
1164,Serua,Pacific Ocean,Banda Sea,-6.3,130.0,641.0,Stratovolcano,Historical
1165,Sessagara,Papua New Guinea,New Guinea,-9.48,149.13,370.0,Unknown,Holocene
1166,Sete Cidades,Portugal,Azores,37.87,-25.78,856.0,Stratovolcano,Historical
1167,Seulawah Agam,Indonesia,Sumatra,5.4479999999999995,95.65799999999999,1810.0,Stratovolcano,Historical
1168,Severny,Russia,Kamchatka,58.28,160.87,1936.0,Shield volcano,Holocene
1169,Shala,Ethiopia,Africa-NE,7.47,38.55,2075.0,Stratovolcano,Holocene
1170,Sharat Kovakab,Syria,Syria,36.53,40.85,534.0,Volcanic field,Holocene
1171,Shasta,United States,US-California,41.42,-122.2,4317.0,Stratovolcano,Historical
1172,Shiga,Japan,Honshu-Japan,36.7,138.52,2036.0,Shield volcano,Holocene
1173,Shikaribetsu Group,Japan,Hokkaido-Japan,43.28,143.08,1430.0,Lava dome,Holocene
1174,Shikotsu,Japan,Hokkaido-Japan,42.7,141.33,1320.0,Caldera,Historical
1175,Shiretoko-Iwo-zan,Japan,Hokkaido-Japan,44.13,145.17,1563.0,Stratovolcano,Historical
1176,Shirinki,Russia,Kuril Is,50.2,154.98,761.0,Stratovolcano,Holocene
1177,Shishaldin,United States,Aleutian Is,54.75,-163.97,2857.0,Stratovolcano,Historical
1178,Shisheika,Russia,Kamchatka,57.15,161.083,379.0,Lava dome,Radiocarbon
1179,Shishel,Russia,Kamchatka,57.45,160.37,2525.0,Shield volcano,Holocene
1180,Shiveluch,Russia,Kamchatka,56.653,161.36,3283.0,Stratovolcano,Historical
1181,Shoshone Lava Field,United States,US-Idaho,43.07,-114.43,1525.0,Cinder cone,Holocene
1182,Sibayak,Indonesia,Sumatra,3.2,98.52,2212.0,Stratovolcano,Historical
1183,Sibualbuali,Indonesia,Sumatra,1.556,99.255,1819.0,Stratovolcano,Holocene
1184,Silali,Kenya,Africa-E,1.15,36.23,1528.0,Shield volcano,Ar/Ar
1185,Silay,Philippines,Philippines-C,10.77,123.23,1535.0,Stratovolcano,Holocene
