,Volcano Name,VEI,Start Year,Start Month,Start Day,End Year,End Month,End Day,Country_x,Region_x,Latitude,Longitude_x,Elevation_x,Primary Volcano Type_x,Status,Country_y,Region_y,Longitude_y,Elevation_y,Primary Volcano Type_y
8004,Shishaldin,2.0,1967.0,1.0,28.0,,,,United States,Alaska,54.756,-163.97,2857,Stratovolcano,,United States,Alaska,-163.97,2857,Stratovolcano
8005,Shishaldin,2.0,1963.0,12.0,28.0,,,,United States,Alaska,54.756,-163.97,2857,Stratovolcano,,United States,Alaska,-163.97,2857,Stratovolcano
8006,Shishaldin,2.0,1955.0,7.0,16.0,,,,United States,Alaska,54.756,-163.97,2857,Stratovolcano,,United States,Alaska,-163.97,2857,Stratovolcano
8007,Shishaldin,2.0,1953.0,10.0,4.0,,,,United States,Alaska,54.756,-163.97,2857,Stratovolcano,,United States,Alaska,-163.97,2857,Stratovolcano
8008,Shishaldin,2.0,1951.0,4.0,16.0,1951.0,10.0,5.0,United States,Alaska,54.756,-163.97,2857,Stratovolcano,,United States,Alaska,-163.97,2857,Stratovolcano
8009,Shishaldin,2.0,1948.0,0.0,0.0,,,,United States,Alaska,54.756,-163.97,2857,Stratovolcano,,United States,Alaska,-163.97,2857,Stratovolcano
8010,Shishaldin,2.0,1946.0,8.0,0.0,1947.0,1.0,0.0,United States,Alaska,54.756,-163.97,2857,Stratovolcano,,United States,Alaska,-163.97,2857,Stratovolcano
8011,Shishaldin,2.0,1932.0,2.0,1.0,1932.0,5.0,21.0,United States,Alaska,54.756,-163.97,2857,Stratovolcano,,United States,Alaska,-163.97,2857,Stratovolcano
8012,Shishaldin,2.0,1929.0,5.0,28.0,1929.0,6.0,23.0,United States,Alaska,54.756,-163.97,2857,Stratovolcano,,United States,Alaska,-163.97,2857,Stratovolcano
8013,Shishaldin,2.0,1928.0,8.0,0.0,,,,United States,Alaska,54.756,-163.97,2857,Stratovolcano,,United States,Alaska,-163.97,2857,Stratovolcano
8014,Shishaldin,,1927.0,0.0,0.0,,,,United States,Alaska,54.756,-163.97,2857,Stratovolcano,,United States,Alaska,-163.97,2857,Stratovolcano
8015,Shishaldin,,1925.0,0.0,0.0,,,,United States,Alaska,54.756,-163.97,2857,Stratovolcano,,United States,Alaska,-163.97,2857,Stratovolcano
8016,Shishaldin,2.0,1922.0,10.0,15.0,,,,United States,Alaska,54.756,-163.97,2857,Stratovolcano,,United States,Alaska,-163.97,2857,Stratovolcano
8017,Shishaldin,,1901.0,0.0,0.0,,,,United States,Alaska,54.756,-163.97,2857,Stratovolcano,,United States,Alaska,-163.97,2857,Stratovolcano
8018,Shishaldin,2.0,1898.0,0.0,0.0,,,,United States,Alaska,54.756,-163.97,2857,Stratovolcano,,United States,Alaska,-163.97,2857,Stratovolcano
8019,Shishaldin,2.0,1883.0,0.0,0.0,,,,United States,Alaska,54.756,-163.97,2857,Stratovolcano,,United States,Alaska,-163.97,2857,Stratovolcano
8020,Shishaldin,2.0,1842.0,0.0,0.0,,,,United States,Alaska,54.756,-163.97,2857,Stratovolcano,,United States,Alaska,-163.97,2857,Stratovolcano
8021,Shishaldin,2.0,1838.0,0.0,0.0,,,,United States,Alaska,54.756,-163.97,2857,Stratovolcano,,United States,Alaska,-163.97,2857,Stratovolcano
8022,Shishaldin,3.0,1830.0,11.0,0.0,1830.0,12.0,0.0,United States,Alaska,54.756,-163.97,2857,Stratovolcano,,United States,Alaska,-163.97,2857,Stratovolcano
8023,Shishaldin,2.0,1827.0,0.0,0.0,1829.0,0.0,0.0,United States,Alaska,54.756,-163.97,2857,Stratovolcano,,United States,Alaska,-163.97,2857,Stratovolcano
8024,Shishaldin,0.0,1826.0,0.0,0.0,,,,United States,Alaska,54.756,-163.97,2857,Stratovolcano,,United States,Alaska,-163.97,2857,Stratovolcano
