Year,log( CO2 / 277.3 ),Volcanic,Temperature (C),Fit
1753.25,-0.002379651,0.023730281,8.5418081,8.3311167
1753.333333,-0.002382091,0.023054726,8.6178389,8.3311167
1753.416667,-0.002384483,0.022398402,8.4374771,8.3311157
1753.5,-0.002386828,0.021760763,8.1019201,8.3311148
1753.583333,-0.002389123,0.021141277,8.1585722,8.3311138
1753.666667,-0.002391368,0.020539426,8.0286331,8.3311129
1753.75,-0.002393561,0.019954708,7.7760577,8.3311119
1753.833333,-0.002395702,0.019386636,7.9026299,8.331111
1753.916667,-0.002397788,0.018834736,7.9884963,8.33111
1754,-0.00239982,0.018298548,8.0020781,8.331109
1754.083333,-0.002401796,0.017777624,7.9616032,8.331109
1754.166667,-0.002403714,0.017271529,7.9614892,8.3311081
1754.25,-0.002405574,0.016779842,7.9284043,8.3311071
1754.333333,-0.002407374,0.016302153,7.9431477,8.3311052
1754.416667,-0.002409114,0.015838062,8.0213776,8.3311043
1754.5,-0.002410792,0.015387183,8.3312759,8.3311043
1754.583333,-0.002412407,0.01494914,8.1640787,8.3311043
1754.666667,-0.002413957,0.014523567,8.1054592,8.3311033
1754.75,-0.002415443,0.014110109,8.0956869,8.3311033
1754.833333,-0.002416862,0.013708422,8.056159,8.3311024
1754.916667,-0.002418214,0.01331817,8.0026236,8.3311024
1755,-0.002419497,0.012939027,8.0757189,8.3311033
1755.083333,-0.00242071,0.666639528,8.3181343,8.3211966
1755.166667,-0.002421853,1.301730444,8.337203,8.3115721
1755.25,-0.002422923,1.918741555,8.3320847,8.3022223
1755.333333,-0.00242392,2.518187557,8.2367582,8.2931385
1755.416667,-0.002424843,3.100568495,8.2178726,8.2843132
1755.5,-0.00242569,3.666370178,8.0765505,8.2757397
1755.583333,-0.002426461,4.216064585,8.4127169,8.2674103
1755.666667,-0.002427154,4.75011026,8.8761091,8.2593193
1755.75,-0.002427768,5.268952691,8.984581,8.2514572
1755.833333,-0.002428302,5.773024685,8.9030113,8.2438202
1755.916667,-0.002428755,6.262746729,8.8179731,8.2364006
1756,-0.002429125,6.738527336,8.8004026,8.2291937
1756.083333,-0.002429412,6.546694543,8.6204624,8.2320967
1756.166667,-0.002429615,6.360322857,8.5309048,8.2349186
1756.25,-0.002429732,6.179256812,8.5950184,8.2376614
1756.333333,-0.002429762,6.003345365,8.5692511,8.2403259
1756.416667,-0.002429704,5.832441776,8.3871384,8.2429142
1756.5,-0.002429556,5.666403481,8.26544,8.24543
1756.583333,-0.002429319,5.505091973,7.8992476,8.2478743
1756.666667,-0.00242899,5.348372691,7.7236228,8.2502489
1756.75,-0.002428569,5.196114902,7.7062721,8.2525568
1756.833333,-0.002428054,5.048191597,7.7682471,8.2547998
1756.916667,-0.002427444,4.904479382,7.8323693,8.256979
1757,-0.002426738,4.764858374,7.9406114,8.2590971
1757.083333,-0.002425936,4.629212106,8.1798906,8.2611561
1757.166667,-0.002425035,4.497427423,8.3388252,8.2631559
1757.25,-0.002424034,4.369394394,8.4292936,8.2650986
1757.333333,-0.002422933,4.245006218,8.2151728,8.2669888
1757.416667,-0.002421731,4.124159131,8.3691626,8.2688236
1757.5,-0.002420425,4.006752326,8.4081507,8.270607
1757.583333,-0.002419016,3.892687865,8.2947693,8.2723417
1757.666667,-0.002417502,3.781870598,8.0758972,8.2740269
1757.75,-0.002415881,3.674208083,7.9962106,8.2756653
1757.833333,-0.002414154,3.569610511,7.8325696,8.277257
1757.916667,-0.002412317,3.467990629,7.7528057,8.2788038
1758,-0.002410371,3.369263668,7.5521102,8.2803078
1758.083333,-0.002408315,3.273347271,7.248939,8.2817698
1758.166667,-0.002406146,3.180161429,7.1270633,8.2831907
1758.25,-0.002403865,3.089628406,6.8877044,8.2845726
1758.333333,-0.002401469,3.001672683,6.8056412,8.2859154
1758.416667,-0.002398959,2.916220888,6.7601237,8.287221
1758.5,-0.002396331,2.83320174,6.7987142,8.2884903
1758.583333,-0.002393586,2.752545986,7.2042317,8.2897243
1758.666667,-0.002390723,2.674186345,7.4727721,8.2909231
1758.75,-0.00238774,2.598057451,7.5635285,8.2920895
1758.833333,-0.002384635,2.524095799,7.5905747,8.2932243
1758.916667,-0.002381409,2.452239691,7.5488114,8.2943268
1759,-0.002378059,2.382429187,7.5940585,8.2953997
1759.083333,-0.002374585,2.314606053,7.6691623,8.296442
1759.166667,-0.002370986,2.248713711,7.8073387,8.2974558
1759.25,-0.002367259,2.184697197,7.9766183,8.2984419
1759.333333,-0.002363406,2.122503109,8.3126984,8.2994013
1759.416667,-0.002359423,2.062079565,8.2136078,8.300334
1759.5,-0.00235531,2.003376163,7.9358292,8.3012419
1759.583333,-0.002351066,1.946343933,7.4993281,8.302124
1759.666667,-0.002346689,1.890935299,7.3900552,8.3029833
1759.75,-0.002342179,1.837104042,7.2154613,8.3038187
1759.833333,-0.002337535,1.784805256,7.2288785,8.3046322
1759.916667,-0.002332755,1.733995315,7.2844033,8.3054228
1760,-0.002327838,1.684631834,7.1863456,8.3061924
1760.083333,-0.002322783,1.636673636,7.2536569,8.306942
1760.166667,-0.002317588,1.590080714,7.1575456,8.3076706
1760.25,-0.002312254,1.544814203,7.1467633,8.3083801
1760.333333,-0.002306778,1.500836341,7.0400701,8.3090706
1760.416667,-0.00230116,1.458110444,7.1623483,8.3097429
1760.5,-0.002295398,1.41660087,7.5238624,8.3103971
1760.583333,-0.002289491,1.376272993,7.7146277,8.3110342
1760.666667,-0.002283438,1.337093173,7.7257409,8.311655
1760.75,-0.002277238,1.299028726,8.068634,8.3122587
1760.833333,-0.00227089,1.262047899,8.0900278,8.3128471
1760.916667,-0.002264392,1.226119845,8.2649794,8.3134203
1761,-0.002257744,1.191214594,8.568428,8.3139782
1761.083333,-0.002250945,2.218319355,8.7265863,8.2984524
1761.166667,-0.002243992,3.216184438,8.8499517,8.28337
1761.25,-0.002236886,4.185642239,8.898304,8.2687178
1761.333333,-0.002229625,5.127501458,8.886075,8.2544851
1761.416667,-0.002222207,6.042547774,8.8932867,8.2406588
1761.5,-0.002214633,6.931544497,8.5721331,8.2272272
1761.583333,-0.0022069,7.795233209,8.916564,8.21418
1761.666667,-0.002199007,8.63433438,8.9610586,8.2015066
1761.75,-0.002190954,9.44954797,8.6518354,8.1891956
1761.833333,-0.002182738,10.24155401,8.8053389,8.1772366
1761.916667,-0.00217436,11.01101318,8.6776524,8.1656199
1762,-0.002165818,11.75856734,8.4787397,8.154335
1762.083333,-0.002157111,11.42382375,8.256197,8.1594448
1762.166667,-0.002148237,11.09860966,8.1813765,8.1644096
1762.25,-0.002139195,10.78265379,8.0155687,8.1692352
1762.333333,-0.002129986,10.47569257,7.8999538,8.1739264
1762.416667,-0.002120606,10.17746993,7.9493203,8.1784849
1762.5,-0.002111055,9.887737121,8.2157793,8.1829157
1762.583333,-0.002101333,9.606252438,7.8307147,8.1872225
1762.666667,-0.002091437,9.332781079,7.7036853,8.1914082
1762.75,-0.002081367,9.067094918,7.6491122,8.1954775
1762.833333,-0.002071122,8.808972326,7.4604263,8.1994324
1762.916667,-0.0020607,8.558197983,7.3744054,8.2032776
1763,-0.0020501,8.3145627,7.2643447,8.207016
1763.083333,-0.002039321,8.077863239,7.3155346,8.2106485
1763.166667,-0.002028363,7.847902153,7.326695,8.2141809
1763.25,-0.002017224,7.624487613,7.3483634,8.2176142
1763.333333,-0.002005902,7.407433251,7.4628577,8.220952
1763.416667,-0.001994397,7.196558005,7.3835149,8.2241974
1763.5,-0.001982707,6.991685969,7.5232482,8.2273521
1763.583333,-0.001970832,6.792646241,7.7461724,8.2304201
1763.666667,-0.001958771,6.599272788,7.9839587,8.2334023
1763.75,-0.001946521,6.411404302,8.1711645,8.2363033
1763.833333,-0.001934082,6.228884067,8.2003489,8.2391233
1763.916667,-0.001921454,6.051559829,8.3388815,8.2418652
1764,-0.001908634,5.879283668,8.3948975,8.2445316
1764.083333,-0.001895621,5.711911874,8.4486609,8.2471247
1764.166667,-0.001882415,5.549304831,8.4478598,8.2496471
1764.25,-0.001869015,5.391326894,8.5020475,8.2521
1764.333333,-0.001855418,5.237846283,8.6994123,8.2544842
1764.416667,-0.001841625,5.088734967,8.7760649,8.2568054
1764.5,-0.001827634,4.94386856,8.8374176,8.2590618
1764.583333,-0.001813444,4.803126219,8.8516626,8.2612572
1764.666667,-0.001799053,4.666390539,8.5824289,8.2633915
1764.75,-0.001784461,4.533547459,8.7249336,8.2654696
1764.833333,-0.001769667,4.404486163,8.8634148,8.2674904
1764.916667,-0.001754668,4.279098992,8.8130674,8.2694559
1765,-0.001739465,4.15728135,8.8113003,8.2713699
1765.083333,-0.001724056,4.03893162,8.7120609,8.2732306
1765.166667,-0.001708441,3.923951077,8.7629576,8.2750416
1765.25,-0.001692616,3.812243807,8.8068619,8.2768049
1765.333333,-0.001676583,3.703716626,8.7565908,8.2785196
1765.416667,-0.001660339,3.598279003,8.7961674,8.2801895
1765.5,-0.001643884,3.495842984,8.6372499,8.2818146
1765.583333,-0.001627216,3.39632312,8.3308706,8.2833958
1765.666667,-0.001610334,3.299636394,8.389533,8.284936
1765.75,-0.001593237,3.205702151,8.311533,8.2864351
1765.833333,-0.001575924,3.114442034,8.322217,8.2878942
1765.916667,-0.001558394,3.025779914,8.3935671,8.2893162
1766,-0.001540646,2.939641834,8.5811386,8.2907
1766.083333,-0.001522678,2.855955937,8.6791964,8.2920475
1766.166667,-0.00150449,2.774652415,8.7375917,8.2933598
1766.25,-0.00148608,2.695663447,8.8371706,8.2946386
1766.333333,-0.001467447,2.618923141,8.8440847,8.2958841
1766.416667,-0.00144859,2.544367483,8.9539366,8.2970982
1766.5,-0.001429508,2.47193428,8.9141083,8.2982798
1766.583333,-0.0014102,2.40156311,8.7875557,8.2994328
1766.666667,-0.001390665,2.33319527,8.7988815,8.3005552
1766.75,-0.001370901,2.266773729,8.8128386,8.3016491
1766.833333,-0.001350908,2.202243082,8.6058159,8.3027153
1766.916667,-0.001330684,2.139549496,8.5022821,8.3037558
1767,-0.001310229,2.078640675,8.3643599,8.3047695
1767.083333,-0.00128954,2.01946581,8.3337975,8.3057585
1767.166667,-0.001268617,1.961975538,8.4050865,8.3067226
1767.25,-0.00124746,1.906121903,8.3890047,8.307663
1767.333333,-0.001226065,1.851858313,8.4098177,8.3085804
1767.416667,-0.001204434,1.799139501,8.4158449,8.3094749
1767.5,-0.001182564,1.747921492,8.3771849,8.3103495
1767.583333,-0.001160454,1.69816156,8.5136728,8.3112011
1767.666667,-0.001138104,1.649818197,8.4245157,8.3120337
1767.75,-0.001115512,1.602851075,8.1352777,8.3128462
1767.833333,-0.001092677,1.557221017,8.1679068,8.3136387
1767.916667,-0.001069597,1.512889957,8.1375437,8.314414
1768,-0.001046273,1.469820917,8.1190453,8.3151703
1768.083333,-0.001022702,1.427977969,8.157155,8.3159084
1768.166667,-0.000998883,1.387326208,8.0454607,8.3166313
1768.25,-0.000974816,1.347831724,7.9686904,8.317337
1768.333333,-0.0009505,1.309461571,7.8858361,8.3180256
1768.416667,-0.000925932,1.272183742,7.6660476,8.3187008
1768.5,-0.000901113,1.23596714,7.8010669,8.3193607
1768.583333,-0.00087604,1.200781555,8.0396509,8.3200045
1768.666667,-0.000850714,1.166597635,8.0669775,8.3206358
1768.75,-0.000825132,1.133386865,8.2187748,8.3212538
1768.833333,-0.000799293,1.101121541,8.3938723,8.3218575
1768.916667,-0.000773197,1.069774748,8.660326,8.3224487
1769,-0.000746843,1.039320337,8.8781385,8.3230276
1769.083333,-0.000720228,1.009732905,8.8798962,8.323595
1769.166667,-0.000693353,0.980987769,8.8899059,8.3241501
1769.25,-0.000666216,0.953060952,8.9419518,8.3246946
1769.333333,-0.000638816,0.925929156,8.7564106,8.3252277
1769.416667,-0.000611151,0.899569751,8.6956224,8.3257504
1769.5,-0.000583221,0.873960746,8.5478592,8.3262634
1769.583333,-0.000555025,0.84908078,8.4508705,8.326766
1769.666667,-0.000526561,0.824909099,8.5449839,8.3272591
1769.75,-0.000497829,0.801425538,8.3091993,8.3277435
1769.833333,-0.000468827,0.778610508,8.2643919,8.3282175
1769.916667,-0.000439553,0.756444979,8.0693445,8.3286839
1770,-0.000410008,0.734910458,7.892715,8.3291426
1770.083333,-0.00038019,0.713988984,7.7914734,8.3295927
1770.166667,-0.000350097,0.693663104,7.7839475,8.3300343
1770.25,-0.00031973,0.673915862,7.8427372,8.3304701
1770.333333,-0.000289085,0.654730785,8.1320314,8.3308973
1770.416667,-0.000258164,0.636091871,8.2692814,8.3313179
1770.5,-0.000226963,0.61798357,8.4864473,8.3317308
1770.583333,-0.000195483,0.600390777,8.659379,8.3321381
1770.666667,-0.000163722,0.583298817,8.3684359,8.3325386
1770.75,-0.000131679,0.566693432,8.4798717,8.3329334
1770.833333,-9.93525E-05,0.55056077,8.2656355,8.3333225
1770.916667,-6.67421E-05,0.534887374,8.3293457,8.3337049
1771,-3.38463E-05,0.519660169,8.4494534,8.3340826
1771.083333,-6.64209E-07,0.504866452,8.5389576,8.3344555
1771.166667,3.28054E-05,0.490493885,8.5785303,8.3348227
1771.25,6.65637E-05,0.476530476,8.5271511,8.3351851
1771.333333,0.000100612,0.462964578,8.58358,8.3355417
1771.416667,0.000134951,0.449784875,8.5366125,8.3358955
1771.5,0.000169581,0.436980373,8.5182514,8.3362436
1771.583333,0.000204505,0.42454039,8.3361769,8.3365889
1771.666667,0.000239723,0.412454549,8.4468374,8.3369284
1771.75,0.000275236,0.400712769,8.5025902,8.337265
1771.833333,0.000311046,0.389305254,8.6864805,8.3375978
1771.916667,0.000347153,0.378222489,8.5395889,8.3379269
1772,0.000383559,0.367455229,8.459897,8.3382521
1772.083333,0.000420264,0.356994492,8.5107193,8.3385744
1772.166667,0.00045727,0.346831552,8.520874,8.3388948
1772.25,0.000494578,0.336957931,8.4746761,8.3392096
1772.333333,0.000532189,0.327365393,8.5395241,8.3395233
1772.416667,0.000570104,0.318045935,8.792593,8.3398342
1772.5,0.000608324,0.308991785,8.9601221,8.3401423
1772.583333,0.00064685,0.300195389,8.9849815,8.3404465
1772.666667,0.000685684,0.291649409,9.0067644,8.3407497
1772.75,0.000724826,0.283346716,9.1357603,8.3410511
1772.833333,0.000764278,0.275280385,9.2322493,8.3413486
1772.916667,0.000804041,0.267443687,9.4786806,8.3416462
1773,0.000844115,0.259830084,9.4722443,8.341939
1773.083333,0.000884502,0.252433226,9.4561653,8.3422318
1773.166667,0.000925203,0.245246942,9.4564848,8.3425226
1773.25,0.000966219,0.238265238,9.57586,8.3428116
1773.333333,0.001007551,0.231482289,9.5461721,8.3430996
1773.416667,0.0010492,0.224892438,9.2927399,8.3433847
1773.5,0.001091168,0.218490187,9.2299051,8.3436689
1773.583333,0.001133455,0.212270195,9.027566,8.3439522
1773.666667,0.001176063,0.206227275,9.1920328,8.3442345
1773.75,0.001218992,0.200356384,9.24189,8.3445148
1773.833333,0.001262244,0.194652627,9.2980261,8.3447952
1773.916667,0.00130582,0.189111245,9.3341494,8.3450737
1774,0.00134972,0.183727615,9.481967,8.3453503
1774.083333,0.001393947,0.178497246,9.567791,8.3456268
1774.166667,0.0014385,0.173415776,9.5946512,8.3459034
1774.25,0.001483382,0.168478965,9.4613714,8.3461781
1774.333333,0.001528593,0.163682696,9.3581171,8.3464527
1774.416667,0.001574134,0.159022968,9.1742096,8.3467264
1774.5,0.001620007,0.154495893,8.7350826,8.3470001
1774.583333,0.001666212,0.150097694,9.12535,8.3472729
1774.666667,0.001712751,0.145824704,9.3258142,8.3475456
1774.75,0.001759624,0.141673358,9.4336214,8.3478184
1774.833333,0.001806831,0.137640193,9.1560936,8.3480902
1774.916667,0.001854372,0.133721843,8.9510565,8.348362
1775,0.001902248,0.129915042,8.8036299,8.3486338
1775.083333,0.001950458,0.126216613,8.7253561,8.3489046
1775.166667,0.001999,0.122623471,8.6912203,8.3491764
1775.25,0.002047874,0.119132619,8.7235174,8.3494473
1775.333333,0.002097079,0.115741145,8.8615885,8.3497181
1775.416667,0.002146612,0.112446219,9.3039923,8.3499889
1775.5,0.002196472,0.109245093,9.4683895,8.3502607
1775.583333,0.002246656,0.106135098,9.02246,8.3505316
1775.666667,0.002297162,0.103113637,8.8716183,8.3508024
1775.75,0.002347988,0.100178192,8.6126299,8.3510742
1775.833333,0.00239913,0.097326314,8.5985556,8.351346
1775.916667,0.002450587,0.094555622,8.4570446,8.3516178
1776,0.002502357,0.091863807,8.5667667,8.3518896
1776.083333,0.002554435,0.089248623,8.506896,8.3521624
1776.166667,0.002606822,0.086707888,8.5369339,8.3524351
1776.25,0.002659513,0.084239483,8.4680967,8.3527069
1776.333333,0.002712506,0.081841348,8.2760201,8.3529806
1776.416667,0.002765799,0.079511484,8.0687094,8.3532534
1776.5,0.00281939,0.077247946,8.2541065,8.3535271
1776.583333,0.002873276,0.075048847,8.8130674,8.3538008
1776.666667,0.002927454,0.072912352,8.7940931,8.3540754
1776.75,0.002981923,0.070836679,8.8639469,8.3543501
1776.833333,0.003036679,0.068820096,8.7388639,8.3546257
1776.916667,0.003091721,0.066860922,8.9055376,8.3549013
1777,0.003147045,0.064957521,8.7073622,8.3551769
1777.083333,0.00320265,0.063108307,8.5635109,8.3554535
1777.166667,0.003258533,0.061311736,8.3995352,8.3557301
1777.25,0.003314691,0.059566309,8.4358339,8.3560076
1777.333333,0.003371122,0.057870572,8.3400984,8.3562851
1777.416667,0.003427824,0.056223109,8.2972374,8.3565636
1777.5,0.003484794,0.054622547,8.1559687,8.3568411
1777.583333,0.003542031,0.053067549,7.8557568,8.3571205
1777.666667,0.00359953,0.051556819,7.8761978,8.3574009
1777.75,0.00365729,0.050089096,7.7467289,8.3576803
1777.833333,0.003715309,0.048663157,8.0774374,8.3579617
1777.916667,0.003773584,0.047277811,8.0971699,8.358243
1778,0.003832112,0.045931904,8.0420799,8.3585253
1778.083333,0.003890891,0.044624312,8.267766,8.3588066
1778.166667,0.00394992,0.043353944,8.3515167,8.3590899
1778.25,0.004009194,0.042119741,8.4527969,8.3593731
1778.333333,0.004068712,0.040920674,8.4889421,8.3596573
1778.416667,0.004128472,0.039755742,8.4389162,8.3599424
1778.5,0.004188471,0.038623973,8.4276142,8.3602276
1778.583333,0.004248706,0.037524424,8.3128214,8.3605127
1778.666667,0.004309176,0.036456176,8.3140697,8.3607988
1778.75,0.004369877,0.03541834,8.5567312,8.3610859
1778.833333,0.004430807,0.034410048,8.5477533,8.3613739
1778.916667,0.004491964,0.033430461,8.7145548,8.361661
1779,0.004553346,0.032478761,8.7513494,8.3619499
1779.083333,0.004614949,0.031554153,8.5942335,8.3622389
1779.166667,0.004676772,0.030655868,8.5946951,8.3625288
1779.25,0.004738812,0.029783155,8.6053047,8.3628187
1779.333333,0.004801067,0.028935286,8.8106298,8.3631096
1779.416667,0.004863534,0.028111555,8.8914852,8.3634024
1779.5,0.004926211,0.027311273,8.8907595,8.3636932
1779.583333,0.004989096,0.026533774,8.9612303,8.363987
1779.666667,0.005052185,0.025778409,8.8782349,8.3642797
1779.75,0.005115477,0.025044548,8.8299503,8.3645725
1779.833333,0.005178969,0.024331578,8.9803152,8.3648682
1779.916667,0.005242658,0.023638906,9.0709066,8.3651628
1780,0.005306543,0.022965952,9.2591162,8.3654575
1780.083333,0.005370621,0.022312156,9.4435415,8.3657541
1780.166667,0.005434889,0.021676972,9.3735857,8.3660507
1780.25,0.005499345,0.021059871,9.1155615,8.3663483
1780.333333,0.005563987,0.020460337,9.0467615,8.3666458
1780.416667,0.005628811,0.019877871,9.0028486,8.3669443
1780.5,0.005693817,0.019311987,8.8833761,8.3672428
1780.583333,0.005759001,0.018762212,8.9502935,8.3675423
1780.666667,0.00582436,0.018228088,8.8034716,8.3678427
1780.75,0.005889894,0.01770917,8.7691679,8.3681431
1780.833333,0.005955598,0.017205024,8.4595842,8.3684444
1780.916667,0.006021471,0.01671523,8.1359634,8.3687468
1781,0.00608751,0.01623938,7.9556599,8.3690481
1781.083333,0.006153712,0.015777077,7.8396339,8.3693504
1781.166667,0.006220076,0.015327934,8.0010195,8.3696547
1781.25,0.0062866,0.014891577,8.0648518,8.369957
1781.333333,0.006353279,0.014467643,7.976171,8.3702612
1781.416667,0.006420113,0.014055777,8.1245804,8.3705664
1781.5,0.006487098,0.013655637,8.3199472,8.3708715
1781.583333,0.006554233,0.013266887,8.2759171,8.3711777
1781.666667,0.006621514,0.012889205,8.2013083,8.3714838
1781.75,0.006688941,0.012522274,8.0009928,8.3717899
1781.833333,0.006756509,0.012165789,8.0276041,8.372098
1781.916667,0.006824216,0.011819453,8.0222616,8.3724051
1782,0.006892061,0.011482976,8.1212978,8.372714
1782.083333,0.006960041,0.011156078,8.0547075,8.3730221
1782.166667,0.007028153,0.010838486,7.9999881,8.3733311
1782.25,0.007096395,0.010529935,8.0954771,8.373641
1782.333333,0.007164765,0.010230169,8.083252,8.373951
1782.416667,0.007233259,0.009938935,7.8630576,8.3742609
1782.5,0.007301877,0.009655993,7.6393533,8.3745718
1782.583333,0.007370615,0.009381106,7.4124451,8.3748827
1782.666667,0.007439471,0.009114044,7.7487202,8.3751936
1782.75,0.007508442,0.008854585,7.855442,8.3755054
1782.833333,0.007577527,0.008602512,7.9090238,8.3758183
1782.916667,0.007646722,0.008357615,8.0647011,8.3761311
1783,0.007716025,0.00811969,8.1248951,8.3764448
1783.083333,0.007785435,7.643861586,8.1405258,8.2611027
1783.166667,0.007854948,15.06222873,8.1266832,8.1490536
1783.25,0.007924562,22.26940937,8.0815763,8.040204
1783.333333,0.007994275,29.27141556,8.1014471,7.9344625
1783.416667,0.008064084,36.07408822,8.0012484,7.8317409
1783.5,0.008133987,42.68310201,8.0670595,7.7319517
1783.583333,0.008203981,49.10396999,8.2148485,7.6350136
1783.666667,0.008274065,55.34204833,7.8082099,7.540844
1783.75,0.008344235,61.40254069,7.6983414,7.4493647
1783.833333,0.00841449,67.2905026,7.5647931,7.3604989
1783.916667,0.008484826,73.01084566,7.4054599,7.2741718
1784,0.008555242,78.56834166,7.2954674,7.1903119
1784.083333,0.008625735,76.33165348,7.3583903,7.224504
1784.166667,0.008696303,74.15863948,7.4176831,7.2577324
1784.25,0.008766943,72.04748697,7.4291191,7.2900229
1784.333333,0.008837654,69.99643487,7.2787738,7.3214045
1784.416667,0.008908431,68.00377224,7.4925532,7.3519015
1784.5,0.008979274,66.06783685,7.558167,7.3815398
1784.583333,0.00905018,64.18701378,7.6222749,7.4103436
1784.666667,0.009121145,62.3597341,7.7138906,7.4383364
1784.75,0.009192169,60.58447352,7.4656296,7.4655423
1784.833333,0.009263249,58.85975116,7.3977962,7.4919825
1784.916667,0.009334381,57.1841283,7.3129687,7.5176792
1785,0.009405565,55.55620717,7.3108215,7.5426536
1785.083333,0.009476797,53.9746298,7.2433891,7.566927
1785.166667,0.009548074,52.43807686,7.1396041,7.590518
1785.25,0.009619396,50.9452666,7.1086559,7.6134472
1785.333333,0.009690759,49.49495375,7.1208043,7.6357322
1785.416667,0.00976216,48.0859285,7.1378341,7.6573915
1785.5,0.009833598,46.71701546,7.0821996,7.6784449
1785.583333,0.00990507,45.38707271,7.0375752,7.6989079
1785.666667,0.009976574,44.09499085,7.1018219,7.7187972
1785.75,0.010048107,42.83969206,7.4375648,7.7381296
1785.833333,0.010119668,41.62012919,7.6552463,7.7569208
1785.916667,0.010191252,40.4352849,7.7086143,7.7751861
1786,0.010262859,39.28417083,7.6958261,7.7929406
1786.083333,0.010334486,38.16582674,7.7128558,7.8101993
1786.166667,0.01040613,37.07931974,7.724865,7.8269753
1786.25,0.010477789,36.02374348,7.8346658,7.8432837
1786.333333,0.010549461,34.99821743,7.8531957,7.8591366
1786.416667,0.010621143,34.00188612,7.5301261,7.8745465
1786.5,0.010692833,33.03391843,7.4733367,7.8895283
1786.583333,0.010764528,32.09350689,7.6267676,7.9040923
1786.666667,0.010836227,31.17986705,7.7443891,7.9182506
1786.75,0.010907926,30.29223676,7.8914752,7.932014
1786.833333,0.010979624,29.42987558,7.7770958,7.9453959
1786.916667,0.011051318,28.59206415,7.827446,7.958406
1787,0.011123006,27.77810359,7.8989997,7.971055
1787.083333,0.011194685,26.9873149,7.8202243,7.9833517
1787.166667,0.011266352,26.21903843,7.7838778,7.9953084
1787.25,0.011338007,25.4726333,7.6384315,8.0069342
1787.333333,0.011409645,24.74747688,7.7649512,8.0182371
1787.416667,0.011481265,24.04296425,8.0604982,8.0292282
1787.5,0.011552865,23.35850773,8.2351246,8.0399141
1787.583333,0.011624442,22.69353636,8.1478338,8.0503054
1787.666667,0.011695993,22.04749543,8.1197157,8.0604095
1787.75,0.011767517,21.41984603,8.029048,8.0702362
1787.833333,0.011839011,20.81006459,8.1333876,8.0797911
1787.916667,0.011910473,20.21764245,8.1011486,8.0890837
1788,0.011981899,19.64208541,8.1106997,8.0981197
1788.083333,0.012053289,19.08291337,8.3935928,8.1069069
1788.166667,0.012124639,18.53965987,8.4043961,8.1154547
1788.25,0.012195947,18.01187174,8.550107,8.1237669
1788.333333,0.012267211,17.49910872,8.5505114,8.1318512
1788.416667,0.012338428,17.00094306,8.5127306,8.1397152
1788.5,0.012409597,16.51695921,8.0755796,8.1473627
1788.583333,0.012480714,16.04675345,8.0680885,8.1548023
1788.666667,0.012551778,15.58993352,8.0279875,8.1620388
1788.75,0.012622785,15.14611838,7.770649,8.1690788
1788.833333,0.012693734,14.71493779,7.6864676,8.1759262
1788.916667,0.012764623,14.29603208,7.8082981,8.1825876
1789,0.012835448,13.88905179,7.7289157,8.1890678
1789.083333,0.012906208,13.49365745,7.6191325,8.1953726
1789.166667,0.0129769,13.10951921,7.6643052,8.2015066
1789.25,0.013047522,12.73631665,7.6412568,8.2074747
1789.333333,0.013118071,12.37373844,7.5732212,8.2132807
1789.416667,0.013188546,12.02148212,7.609755,8.2189312
1789.5,0.013258943,11.67925386,8.1735935,8.2244291
1789.583333,0.013329261,11.34676818,8.3209066,8.2297792
1789.666667,0.013399497,11.02374771,8.4629412,8.2349854
1789.75,0.013469649,10.70992301,8.7951498,8.2400522
1789.833333,0.013539714,10.4050323,8.6434851,8.2449827
1789.916667,0.01360969,10.10882122,8.5504856,8.2497816
1790,0.013679574,9.821042707,8.5875921,8.2544527
1790.083333,0.013749365,9.541456685,8.4115496,8.2589989
1790.166667,0.013819061,9.269829935,8.3562117,8.2634239
1790.25,0.013888657,9.005935871,8.2836008,8.2677317
1790.333333,0.013958153,8.749554359,8.336112,8.2719259
1790.416667,0.014027546,8.50047153,8.2938499,8.2760086
1790.5,0.014096834,8.258479606,8.2299147,8.2799826
1790.583333,0.014166014,8.023376723,8.2965574,8.2838526
1790.666667,0.014235083,7.794966762,8.2540722,8.2876215
1790.75,0.014304041,7.57305919,8.3157797,8.2912903
1790.833333,0.014372883,7.357468895,8.6204967,8.2948627
1790.916667,0.014441609,7.148016038,8.5761614,8.2983418
1791,0.014510215,6.944525897,8.530755,8.3017302
1791.083333,0.014578699,6.746828725,8.6014576,8.3050308
1791.166667,0.014647059,6.554759607,8.6621094,8.3082447
1791.25,0.014715292,6.368158325,8.6662445,8.3113766
1791.333333,0.014783397,6.186869219,8.6135674,8.3144255
1791.416667,0.014851371,6.010741062,8.6633148,8.3173971
1791.5,0.014919211,5.839626932,8.6976433,8.3202925
1791.583333,0.014986915,5.673384089,8.4016304,8.3231125
1791.666667,0.015054481,5.511873857,8.3355007,8.32586
1791.75,0.015121907,5.354961507,8.2440042,8.3285379
1791.833333,0.01518919,5.202516148,8.1654615,8.3311481
1791.916667,0.015256327,5.054410612,8.2299929,8.3336906
1792,0.015323318,4.910521354,8.2864122,8.3361692
1792.083333,0.015390158,4.770728343,8.343915,8.3385849
1792.166667,0.015456846,4.634914968,8.2221003,8.3409395
